country,origin,year,month,ym,number,dum
Germany,Yemen,2015,3,2015-03,20,-0
Germany,Afghanistan,2016,3,2016-03,9860,-0
Germany,Albania,2016,3,2016-03,954,-0
Germany,Algeria,2016,3,2016-03,195,-0
Germany,Angola,2016,3,2016-03,1,-0
Germany,Armenia,2016,3,2016-03,187,-0
Germany,Azerbaijan,2016,3,2016-03,110,-0
Germany,Bangladesh,2016,3,2016-03,86,-0
Germany,Belarus,2016,3,2016-03,22,-0
Germany,Benin,2016,3,2016-03,26,-0
Germany,Bosnia and Herzegovina,2016,3,2016-03,149,-0
Germany,Bulgaria,2016,3,2016-03,1,-0
Germany,Burkina Faso,2016,3,2016-03,10,-0
Germany,Burundi,2016,3,2016-03,1,-0
Germany,Cambodia,2016,3,2016-03,2,-0
Germany,Cameroon,2016,3,2016-03,83,-0
Germany,Central African Rep.,2016,3,2016-03,5,-0
Germany,Chad,2016,3,2016-03,4,-0
Germany,China,2016,3,2016-03,24,-0
Germany,Colombia,2016,3,2016-03,3,-0
Germany,Congo,2016,3,2016-03,2,-0
Germany,Cuba,2016,3,2016-03,1,-0
Germany,Czech Rep.,2016,3,2016-03,2,-0
Germany,Côte d'Ivoire,2016,3,2016-03,55,-0
Germany,Dem. Rep. of the Congo,2016,3,2016-03,11,-0
Germany,Egypt,2016,3,2016-03,93,-0
Germany,El Salvador,2016,3,2016-03,4,-0
Germany,Equatorial Guinea,2016,3,2016-03,1,-0
Germany,Eritrea,2016,3,2016-03,996,-0
Germany,Ethiopia,2016,3,2016-03,119,-0
Germany,Gabon,2016,3,2016-03,3,-0
Germany,Gambia,2016,3,2016-03,380,-0
Germany,Georgia,2016,3,2016-03,212,-0
Germany,Ghana,2016,3,2016-03,131,-0
Germany,Guinea,2016,3,2016-03,109,-0
Germany,Guinea-Bissau,2016,3,2016-03,32,-0
Germany,Honduras,2016,3,2016-03,1,-0
Germany,Hungary,2016,3,2016-03,1,-0
Germany,India,2016,3,2016-03,181,-0
Germany,Iran (Islamic Rep. of),2016,3,2016-03,1769,-0
Germany,Iraq,2016,3,2016-03,9711,-0
Germany,Israel,2016,3,2016-03,1,-0
Germany,Jordan,2016,3,2016-03,15,-0
Germany,Kazakhstan,2016,3,2016-03,6,-0
Germany,Kenya,2016,3,2016-03,10,-0
Germany,Kuwait,2016,3,2016-03,1,-0
Germany,Kyrgyzstan,2016,3,2016-03,18,-0
Germany,Lebanon,2016,3,2016-03,350,-0
Germany,Liberia,2016,3,2016-03,10,-0
Germany,Libya,2016,3,2016-03,80,-0
Germany,Malaysia,2016,3,2016-03,1,-0
Germany,Mali,2016,3,2016-03,56,-0
Germany,Mauritania,2016,3,2016-03,16,-0
Germany,Mongolia,2016,3,2016-03,34,-0
Germany,Montenegro,2016,3,2016-03,100,-0
Germany,Morocco,2016,3,2016-03,208,-0
Germany,Myanmar,2016,3,2016-03,7,-0
Germany,Nepal,2016,3,2016-03,5,-0
Germany,Niger,2016,3,2016-03,12,-0
Germany,Nigeria,2016,3,2016-03,526,-0
Germany,Pakistan,2016,3,2016-03,1158,-0
Germany,Philippines,2016,3,2016-03,3,-0
Germany,Poland,2016,3,2016-03,1,-0
Germany,Rep. of Korea,2016,3,2016-03,1,-0
Germany,Rep. of Moldova,2016,3,2016-03,637,-0
Germany,Russian Federation,2016,3,2016-03,406,-0
Germany,Rwanda,2016,3,2016-03,5,-0
Germany,Saudi Arabia,2016,3,2016-03,4,-0
Germany,Senegal,2016,3,2016-03,70,-0
Germany,Serbia and Kosovo: S/RES/1244 (1999),2016,3,2016-03,846,-0
Germany,Sierra Leone,2016,3,2016-03,26,-0
Germany,Somalia,2016,3,2016-03,413,-0
Germany,South Sudan,2016,3,2016-03,7,-0
Germany,Sri Lanka,2016,3,2016-03,30,-0
Germany,Stateless,2016,3,2016-03,523,-0
Germany,Sudan,2016,3,2016-03,136,-0
Germany,Syrian Arab Rep.,2016,3,2016-03,30856,-0
Germany,Tajikistan,2016,3,2016-03,56,-0
Germany,Thailand,2016,3,2016-03,1,-0
Germany,The former Yugoslav Rep. of Macedonia,2016,3,2016-03,339,-0
Germany,Togo,2016,3,2016-03,22,-0
Germany,Tunisia,2016,3,2016-03,84,-0
Germany,Turkey,2016,3,2016-03,179,-0
Germany,Turkmenistan,2016,3,2016-03,34,-0
Germany,Uganda,2016,3,2016-03,16,-0
Germany,Ukraine,2016,3,2016-03,337,-0
Germany,United Arab Emirates,2016,3,2016-03,1,-0
Germany,United Rep. of Tanzania,2016,3,2016-03,3,-0
Germany,United States of America,2016,3,2016-03,4,-0
Germany,Uzbekistan,2016,3,2016-03,7,-0
Germany,Various/unknown,2016,3,2016-03,2032,-0
Germany,Venezuela (Bolivarian Republic of),2016,3,2016-03,1,-0
Germany,Viet Nam,2016,3,2016-03,12,-0
Germany,Yemen,2016,3,2016-03,28,-0
Germany,Zambia,2016,3,2016-03,3,-0
Germany,Zimbabwe,2016,3,2016-03,3,-0
Germany,Afghanistan,2017,3,2017-03,2093,-0
Germany,Albania,2017,3,2017-03,462,-0
Germany,Algeria,2017,3,2017-03,179,-0
Germany,Angola,2017,3,2017-03,23,-0
Germany,Armenia,2017,3,2017-03,313,-0
Germany,Azerbaijan,2017,3,2017-03,310,-0
Germany,Bangladesh,2017,3,2017-03,40,-0
Germany,Belarus,2017,3,2017-03,41,-0
Germany,Benin,2017,3,2017-03,15,-0
Germany,Bosnia and Herzegovina,2017,3,2017-03,140,-0
Germany,Burkina Faso,2017,3,2017-03,24,-0
Germany,Cameroon,2017,3,2017-03,62,-0
Germany,Chad,2017,3,2017-03,8,-0
Germany,China,2017,3,2017-03,34,-0
Germany,Congo,2017,3,2017-03,5,-0
Germany,Cuba,2017,3,2017-03,6,-0
Germany,Côte d'Ivoire,2017,3,2017-03,137,-0
Germany,Dem. Rep. of the Congo,2017,3,2017-03,57,-0
Germany,Egypt,2017,3,2017-03,66,-0
Germany,El Salvador,2017,3,2017-03,14,-0
Germany,Eritrea,2017,3,2017-03,1035,-0
Germany,Ethiopia,2017,3,2017-03,117,-0
Germany,Gambia,2017,3,2017-03,276,-0
Germany,Georgia,2017,3,2017-03,193,-0
Germany,Ghana,2017,3,2017-03,82,-0
Germany,Guinea,2017,3,2017-03,445,-0
Germany,Guinea-Bissau,2017,3,2017-03,36,-0
Germany,India,2017,3,2017-03,122,-0
Germany,Iran (Islamic Rep. of),2017,3,2017-03,767,-0
Germany,Iraq,2017,3,2017-03,1674,-0
Germany,Jamaica,2017,3,2017-03,13,-0
Germany,Jordan,2017,3,2017-03,16,-0
Germany,Kazakhstan,2017,3,2017-03,8,-0
Germany,Kenya,2017,3,2017-03,15,-0
Germany,Kyrgyzstan,2017,3,2017-03,12,-0
Germany,Lebanon,2017,3,2017-03,101,-0
Germany,Liberia,2017,3,2017-03,20,-0
Germany,Libya,2017,3,2017-03,81,-0
Germany,Mali,2017,3,2017-03,60,-0
Germany,Mauritania,2017,3,2017-03,7,-0
Germany,Mongolia,2017,3,2017-03,37,-0
Germany,Montenegro,2017,3,2017-03,30,-0
Germany,Morocco,2017,3,2017-03,198,-0
Germany,Niger,2017,3,2017-03,9,-0
Germany,Nigeria,2017,3,2017-03,615,-0
Germany,Pakistan,2017,3,2017-03,417,-0
Germany,Rep. of Moldova,2017,3,2017-03,46,-0
Germany,Russian Federation,2017,3,2017-03,444,-0
Germany,Senegal,2017,3,2017-03,33,-0
Germany,Serbia and Kosovo: S/RES/1244 (1999),2017,3,2017-03,482,-0
Germany,Sierra Leone,2017,3,2017-03,75,-0
Germany,Somalia,2017,3,2017-03,595,-0
Germany,Sri Lanka,2017,3,2017-03,30,-0
Germany,Stateless,2017,3,2017-03,139,-0
Germany,Sudan,2017,3,2017-03,87,-0
Germany,Syrian Arab Rep.,2017,3,2017-03,3898,-0
Germany,Tajikistan,2017,3,2017-03,64,-0
Germany,The former Yugoslav Rep. of Macedonia,2017,3,2017-03,399,-0
Germany,Togo,2017,3,2017-03,17,-0
Germany,Tunisia,2017,3,2017-03,42,-0
Germany,Turkey,2017,3,2017-03,477,-0
Germany,Turkmenistan,2017,3,2017-03,10,-0
Germany,Uganda,2017,3,2017-03,14,-0
Germany,Ukraine,2017,3,2017-03,113,-0
Germany,United Rep. of Tanzania,2017,3,2017-03,16,-0
Germany,Various/unknown,2017,3,2017-03,514,-0
Germany,Venezuela (Bolivarian Republic of),2017,3,2017-03,15,-0
Germany,Viet Nam,2017,3,2017-03,61,-0
Germany,Yemen,2017,3,2017-03,33,-0
Germany,Zimbabwe,2017,3,2017-03,9,-0
Germany,Afghanistan,2018,3,2018-03,577,-0
Germany,Albania,2018,3,2018-03,138,-0
Germany,Algeria,2018,3,2018-03,126,-0
Germany,Angola,2018,3,2018-03,30,-0
Germany,Armenia,2018,3,2018-03,119,-0
Germany,Azerbaijan,2018,3,2018-03,108,-0
Germany,Bangladesh,2018,3,2018-03,13,-0
Germany,Belarus,2018,3,2018-03,10,-0
Germany,Benin,2018,3,2018-03,8,-0
Germany,Bosnia and Herzegovina,2018,3,2018-03,34,-0
Germany,Burkina Faso,2018,3,2018-03,5,-0
Germany,Cameroon,2018,3,2018-03,73,-0
Germany,Chad,2018,3,2018-03,7,-0
Germany,China,2018,3,2018-03,18,-0
Germany,Colombia,2018,3,2018-03,12,-0
Germany,Cuba,2018,3,2018-03,17,-0
Germany,Côte d'Ivoire,2018,3,2018-03,52,-0
Germany,Dem. Rep. of the Congo,2018,3,2018-03,16,-0
Germany,Egypt,2018,3,2018-03,67,-0
Germany,Equatorial Guinea,2018,3,2018-03,5,-0
Germany,Eritrea,2018,3,2018-03,676,-0
Germany,Ethiopia,2018,3,2018-03,57,-0
Germany,Gambia,2018,3,2018-03,136,-0
Germany,Georgia,2018,3,2018-03,490,-0
Germany,Ghana,2018,3,2018-03,64,-0
Germany,Guinea,2018,3,2018-03,232,-0
Germany,Guinea-Bissau,2018,3,2018-03,14,-0
Germany,India,2018,3,2018-03,50,-0
Germany,Iran (Islamic Rep. of),2018,3,2018-03,549,-0
Germany,Iraq,2018,3,2018-03,876,-0
Germany,Jordan,2018,3,2018-03,10,-0
Germany,Kenya,2018,3,2018-03,56,-0
Germany,Lebanon,2018,3,2018-03,29,-0
Germany,Liberia,2018,3,2018-03,20,-0
Germany,Libya,2018,3,2018-03,82,-0
Germany,Mali,2018,3,2018-03,33,-0
Germany,Mongolia,2018,3,2018-03,17,-0
Germany,Montenegro,2018,3,2018-03,12,-0
Germany,Morocco,2018,3,2018-03,104,-0
Germany,Myanmar,2018,3,2018-03,10,-0
Germany,Nepal,2018,3,2018-03,5,-0
Germany,Niger,2018,3,2018-03,6,-0
Germany,Nigeria,2018,3,2018-03,914,-0
Germany,Pakistan,2018,3,2018-03,179,-0
Germany,Rep. of Moldova,2018,3,2018-03,171,-0
Germany,Russian Federation,2018,3,2018-03,316,-0
Germany,Senegal,2018,3,2018-03,18,-0
Germany,Serbia and Kosovo: S/RES/1244 (1999),2018,3,2018-03,118,-0
Germany,Sierra Leone,2018,3,2018-03,14,-0
Germany,Somalia,2018,3,2018-03,404,-0
Germany,Sri Lanka,2018,3,2018-03,26,-0
Germany,Stateless,2018,3,2018-03,58,-0
Germany,Sudan,2018,3,2018-03,73,-0
Germany,Syrian Arab Rep.,2018,3,2018-03,2039,-0
Germany,Tajikistan,2018,3,2018-03,14,-0
Germany,The former Yugoslav Rep. of Macedonia,2018,3,2018-03,128,-0
Germany,Togo,2018,3,2018-03,22,-0
Germany,Tunisia,2018,3,2018-03,38,-0
Germany,Turkey,2018,3,2018-03,583,-0
Germany,Turkmenistan,2018,3,2018-03,7,-0
Germany,Uganda,2018,3,2018-03,13,-0
Germany,Ukraine,2018,3,2018-03,89,-0
Germany,United Rep. of Tanzania,2018,3,2018-03,5,-0
Germany,Various/unknown,2018,3,2018-03,330,-0
Germany,Venezuela (Bolivarian Republic of),2018,3,2018-03,30,-0
Germany,Viet Nam,2018,3,2018-03,35,-0
Germany,Yemen,2018,3,2018-03,77,-0
Germany,Zimbabwe,2018,3,2018-03,5,-0
Germany,Afghanistan,2013,4,2013-04,551,-0
Germany,Albania,2013,4,2013-04,63,-0
Germany,Algeria,2013,4,2013-04,60,-0
Germany,Angola,2013,4,2013-04,4,-0
Germany,Armenia,2013,4,2013-04,84,-0
Germany,Azerbaijan,2013,4,2013-04,50,-0
Germany,Bahrain,2013,4,2013-04,6,-0
Germany,Bangladesh,2013,4,2013-04,46,-0
Germany,Belarus,2013,4,2013-04,1,-0
Germany,Benin,2013,4,2013-04,10,-0
Germany,Bosnia and Herzegovina,2013,4,2013-04,99,-0
Germany,Bulgaria,2013,4,2013-04,4,-0
Germany,Burkina Faso,2013,4,2013-04,9,-0
Germany,Burundi,2013,4,2013-04,2,-0
Germany,Cameroon,2013,4,2013-04,41,-0
Germany,Chad,2013,4,2013-04,43,-0
Germany,China,2013,4,2013-04,32,-0
Germany,Colombia,2013,4,2013-04,2,-0
Germany,Congo,2013,4,2013-04,1,-0
Germany,Cuba,2013,4,2013-04,1,-0
Germany,Côte d'Ivoire,2013,4,2013-04,20,-0
Germany,Dem. People's Rep. of Korea,2013,4,2013-04,3,-0
Germany,Dem. Rep. of the Congo,2013,4,2013-04,16,-0
Germany,Dominican Rep.,2013,4,2013-04,1,-0
Germany,Egypt,2013,4,2013-04,46,-0
Germany,Eritrea,2013,4,2013-04,64,-0
Germany,Ethiopia,2013,4,2013-04,45,-0
Germany,Gabon,2013,4,2013-04,2,-0
Germany,Gambia,2013,4,2013-04,42,-0
Germany,Georgia,2013,4,2013-04,191,-0
Germany,Ghana,2013,4,2013-04,63,-0
Germany,Guinea,2013,4,2013-04,76,-0
Germany,Guinea-Bissau,2013,4,2013-04,11,-0
Germany,India,2013,4,2013-04,91,-0
Germany,Iran (Islamic Rep. of),2013,4,2013-04,504,-0
Germany,Iraq,2013,4,2013-04,297,-0
Germany,Israel,2013,4,2013-04,3,-0
Germany,Jamaica,2013,4,2013-04,2,-0
Germany,Jordan,2013,4,2013-04,5,-0
Germany,Kazakhstan,2013,4,2013-04,19,-0
Germany,Kenya,2013,4,2013-04,9,-0
Germany,Kyrgyzstan,2013,4,2013-04,4,-0
Germany,Lebanon,2013,4,2013-04,27,-0
Germany,Liberia,2013,4,2013-04,5,-0
Germany,Libya,2013,4,2013-04,13,-0
Germany,Lithuania,2013,4,2013-04,2,-0
Germany,Mali,2013,4,2013-04,90,-0
Germany,Mauritania,2013,4,2013-04,2,-0
Germany,Mongolia,2013,4,2013-04,6,-0
Germany,Montenegro,2013,4,2013-04,29,-0
Germany,Morocco,2013,4,2013-04,84,-0
Germany,Myanmar,2013,4,2013-04,3,-0
Germany,Niger,2013,4,2013-04,17,-0
Germany,Nigeria,2013,4,2013-04,156,-0
Germany,Pakistan,2013,4,2013-04,283,-0
Germany,Rep. of Moldova,2013,4,2013-04,3,-0
Germany,Romania,2013,4,2013-04,2,-0
Germany,Russian Federation,2013,4,2013-04,2063,-0
Germany,Rwanda,2013,4,2013-04,3,-0
Germany,Senegal,2013,4,2013-04,36,-0
Germany,Serbia and Kosovo: S/RES/1244 (1999),2013,4,2013-04,629,-0
Germany,Sierra Leone,2013,4,2013-04,13,-0
Germany,Somalia,2013,4,2013-04,240,-0
Germany,South Africa,2013,4,2013-04,1,-0
Germany,South Sudan,2013,4,2013-04,1,-0
Germany,Sri Lanka,2013,4,2013-04,65,-0
Germany,Stateless,2013,4,2013-04,21,-0
Germany,Sudan,2013,4,2013-04,25,-0
Germany,Syrian Arab Rep.,2013,4,2013-04,689,-0
Germany,Tajikistan,2013,4,2013-04,1,-0
Germany,The former Yugoslav Rep. of Macedonia,2013,4,2013-04,252,-0
Germany,Togo,2013,4,2013-04,11,-0
Germany,Tunisia,2013,4,2013-04,44,-0
Germany,Turkey,2013,4,2013-04,119,-0
Germany,Turkmenistan,2013,4,2013-04,5,-0
Germany,Uganda,2013,4,2013-04,6,-0
Germany,Ukraine,2013,4,2013-04,5,-0
Germany,Uzbekistan,2013,4,2013-04,6,-0
Germany,Various/unknown,2013,4,2013-04,72,-0
Germany,Venezuela (Bolivarian Republic of),2013,4,2013-04,1,-0
Germany,Viet Nam,2013,4,2013-04,54,-0
Germany,Yemen,2013,4,2013-04,3,-0
Germany,Zimbabwe,2013,4,2013-04,2,-0
Germany,Afghanistan,2014,4,2014-04,673,-0
Germany,Albania,2014,4,2014-04,654,-0
Germany,Algeria,2014,4,2014-04,204,-0
Germany,Angola,2014,4,2014-04,11,-0
Germany,Armenia,2014,4,2014-04,130,-0
Germany,Azerbaijan,2014,4,2014-04,112,-0
Germany,Bahrain,2014,4,2014-04,1,-0
Germany,Bangladesh,2014,4,2014-04,54,-0
Germany,Belarus,2014,4,2014-04,19,-0
Germany,Benin,2014,4,2014-04,8,-0
Germany,Bosnia and Herzegovina,2014,4,2014-04,345,-0
Germany,Bulgaria,2014,4,2014-04,5,-0
Germany,Burkina Faso,2014,4,2014-04,18,-0
Germany,Cameroon,2014,4,2014-04,43,-0
Germany,Canada,2014,4,2014-04,1,-0
Germany,Central African Rep.,2014,4,2014-04,3,-0
Germany,Chad,2014,4,2014-04,6,-0
Germany,China,2014,4,2014-04,42,-0
Germany,Colombia,2014,4,2014-04,3,-0
Germany,Congo,2014,4,2014-04,4,-0
Germany,Cuba,2014,4,2014-04,9,-0
Germany,Côte d'Ivoire,2014,4,2014-04,29,-0
Germany,Dem. People's Rep. of Korea,2014,4,2014-04,5,-0
Germany,Dem. Rep. of the Congo,2014,4,2014-04,21,-0
Germany,Djibouti,2014,4,2014-04,1,-0
Germany,Egypt,2014,4,2014-04,56,-0
Germany,Eritrea,2014,4,2014-04,475,-0
Germany,Ethiopia,2014,4,2014-04,62,-0
Germany,Gambia,2014,4,2014-04,178,-0
Germany,Georgia,2014,4,2014-04,274,-0
Germany,Ghana,2014,4,2014-04,99,-0
Germany,Greece,2014,4,2014-04,1,-0
Germany,Guatemala,2014,4,2014-04,4,-0
Germany,Guinea,2014,4,2014-04,121,-0
Germany,Guinea-Bissau,2014,4,2014-04,43,-0
Germany,Honduras,2014,4,2014-04,1,-0
Germany,India,2014,4,2014-04,171,-0
Germany,Iran (Islamic Rep. of),2014,4,2014-04,310,-0
Germany,Iraq,2014,4,2014-04,365,-0
Germany,Israel,2014,4,2014-04,5,-0
Germany,Italy,2014,4,2014-04,3,-0
Germany,Jamaica,2014,4,2014-04,3,-0
Germany,Jordan,2014,4,2014-04,4,-0
Germany,Kazakhstan,2014,4,2014-04,10,-0
Germany,Kenya,2014,4,2014-04,23,-0
Germany,Kuwait,2014,4,2014-04,2,-0
Germany,Kyrgyzstan,2014,4,2014-04,7,-0
Germany,Lebanon,2014,4,2014-04,79,-0
Germany,Liberia,2014,4,2014-04,12,-0
Germany,Libya,2014,4,2014-04,28,-0
Germany,Malawi,2014,4,2014-04,1,-0
Germany,Mali,2014,4,2014-04,48,-0
Germany,Mauritania,2014,4,2014-04,8,-0
Germany,Mexico,2014,4,2014-04,2,-0
Germany,Mongolia,2014,4,2014-04,46,-0
Germany,Montenegro,2014,4,2014-04,45,-0
Germany,Morocco,2014,4,2014-04,120,-0
Germany,Mozambique,2014,4,2014-04,1,-0
Germany,Myanmar,2014,4,2014-04,6,-0
Germany,Niger,2014,4,2014-04,17,-0
Germany,Nigeria,2014,4,2014-04,303,-0
Germany,Pakistan,2014,4,2014-04,260,-0
Germany,Portugal,2014,4,2014-04,1,-0
Germany,Rep. of Moldova,2014,4,2014-04,8,-0
Germany,Russian Federation,2014,4,2014-04,325,-0
Germany,Rwanda,2014,4,2014-04,4,-0
Germany,Senegal,2014,4,2014-04,57,-0
Germany,Serbia and Kosovo: S/RES/1244 (1999),2014,4,2014-04,1160,-0
Germany,Sierra Leone,2014,4,2014-04,25,-0
Germany,Solomon Islands,2014,4,2014-04,1,-0
Germany,Somalia,2014,4,2014-04,480,-0
Germany,South Africa,2014,4,2014-04,3,-0
Germany,South Sudan,2014,4,2014-04,6,-0
Germany,Sri Lanka,2014,4,2014-04,27,-0
Germany,Stateless,2014,4,2014-04,77,-0
Germany,Sudan,2014,4,2014-04,26,-0
Germany,Syrian Arab Rep.,2014,4,2014-04,1739,-0
Germany,Tajikistan,2014,4,2014-04,22,-0
Germany,The former Yugoslav Rep. of Macedonia,2014,4,2014-04,310,-0
Germany,Togo,2014,4,2014-04,17,-0
Germany,Tunisia,2014,4,2014-04,56,-0
Germany,Turkey,2014,4,2014-04,132,-0
Germany,Turkmenistan,2014,4,2014-04,35,-0
Germany,Uganda,2014,4,2014-04,4,-0
Germany,Ukraine,2014,4,2014-04,58,-0
Germany,United Rep. of Tanzania,2014,4,2014-04,3,-0
Germany,United States of America,2014,4,2014-04,3,-0
Germany,Uzbekistan,2014,4,2014-04,1,-0
Germany,Various/unknown,2014,4,2014-04,254,-0
Germany,Venezuela (Bolivarian Republic of),2014,4,2014-04,1,-0
Germany,Viet Nam,2014,4,2014-04,35,-0
Germany,Yemen,2014,4,2014-04,22,-0
Germany,Zimbabwe,2014,4,2014-04,1,-0
Germany,Afghanistan,2015,4,2015-04,1277,-0
Germany,Albania,2015,4,2015-04,4767,-0
Germany,Algeria,2015,4,2015-04,208,-0
Germany,Angola,2015,4,2015-04,7,-0
Germany,Armenia,2015,4,2015-04,168,-0
Germany,Azerbaijan,2015,4,2015-04,88,-0
Germany,Bahrain,2015,4,2015-04,1,-0
Germany,Bangladesh,2015,4,2015-04,75,-0
Germany,Belarus,2015,4,2015-04,14,-0
Germany,Benin,2015,4,2015-04,30,-0
Germany,Bosnia and Herzegovina,2015,4,2015-04,483,-0
Germany,Bulgaria,2015,4,2015-04,1,-0
Germany,Burkina Faso,2015,4,2015-04,13,-0
Germany,Cameroon,2015,4,2015-04,52,-0
Germany,Chad,2015,4,2015-04,3,-0
Germany,China,2015,4,2015-04,33,-0
Germany,Colombia,2015,4,2015-04,2,-0
Germany,Comoros,2015,4,2015-04,1,-0
Germany,Congo,2015,4,2015-04,10,-0
Germany,Croatia,2015,4,2015-04,6,-0
Germany,Cuba,2015,4,2015-04,1,-0
Germany,Côte d'Ivoire,2015,4,2015-04,40,-0
Germany,Dem. People's Rep. of Korea,2015,4,2015-04,3,-0
Germany,Dem. Rep. of the Congo,2015,4,2015-04,7,-0
Germany,Egypt,2015,4,2015-04,87,-0
Germany,Equatorial Guinea,2015,4,2015-04,1,-0
Germany,Eritrea,2015,4,2015-04,429,-0
Germany,Ethiopia,2015,4,2015-04,115,-0
Germany,France,2015,4,2015-04,1,-0
Germany,Gambia,2015,4,2015-04,168,-0
Germany,Georgia,2015,4,2015-04,249,-0
Germany,Ghana,2015,4,2015-04,103,-0
Germany,Greece,2015,4,2015-04,2,-0
Germany,Guinea,2015,4,2015-04,75,-0
Germany,Guinea-Bissau,2015,4,2015-04,31,-0
Germany,Honduras,2015,4,2015-04,4,-0
Germany,India,2015,4,2015-04,165,-0
Germany,Indonesia,2015,4,2015-04,3,-0
Germany,Iran (Islamic Rep. of),2015,4,2015-04,402,-0
Germany,Iraq,2015,4,2015-04,1500,-0
Germany,Jamaica,2015,4,2015-04,2,-0
Germany,Jordan,2015,4,2015-04,4,-0
Germany,Kazakhstan,2015,4,2015-04,9,-0
Germany,Kenya,2015,4,2015-04,8,-0
Germany,Kyrgyzstan,2015,4,2015-04,4,-0
Germany,Latvia,2015,4,2015-04,1,-0
Germany,Lebanon,2015,4,2015-04,78,-0
Germany,Liberia,2015,4,2015-04,6,-0
Germany,Libya,2015,4,2015-04,88,-0
Germany,Mali,2015,4,2015-04,45,-0
Germany,Mauritania,2015,4,2015-04,9,-0
Germany,Mexico,2015,4,2015-04,1,-0
Germany,Mongolia,2015,4,2015-04,70,-0
Germany,Montenegro,2015,4,2015-04,290,-0
Germany,Morocco,2015,4,2015-04,126,-0
Germany,Myanmar,2015,4,2015-04,7,-0
Germany,Namibia,2015,4,2015-04,1,-0
Germany,Netherlands,2015,4,2015-04,1,-0
Germany,Niger,2015,4,2015-04,9,-0
Germany,Nigeria,2015,4,2015-04,355,-0
Germany,Pakistan,2015,4,2015-04,435,-0
Germany,Philippines,2015,4,2015-04,1,-0
Germany,Rep. of Moldova,2015,4,2015-04,104,-0
Germany,Russian Federation,2015,4,2015-04,334,-0
Germany,Rwanda,2015,4,2015-04,5,-0
Germany,Saudi Arabia,2015,4,2015-04,1,-0
Germany,Senegal,2015,4,2015-04,114,-0
Germany,Serbia and Kosovo: S/RES/1244 (1999),2015,4,2015-04,5877,-0
Germany,Sierra Leone,2015,4,2015-04,16,-0
Germany,Somalia,2015,4,2015-04,439,-0
Germany,South Africa,2015,4,2015-04,2,-0
Germany,South Sudan,2015,4,2015-04,4,-0
Germany,Sri Lanka,2015,4,2015-04,22,-0
Germany,Stateless,2015,4,2015-04,127,-0
Germany,Sudan,2015,4,2015-04,49,-0
Germany,Syrian Arab Rep.,2015,4,2015-04,4680,-0
Germany,Tajikistan,2015,4,2015-04,26,-0
Germany,The former Yugoslav Rep. of Macedonia,2015,4,2015-04,640,-0
Germany,Togo,2015,4,2015-04,3,-0
Germany,Tunisia,2015,4,2015-04,71,-0
Germany,Turkey,2015,4,2015-04,112,-0
Germany,Turkmenistan,2015,4,2015-04,28,-0
Germany,Uganda,2015,4,2015-04,4,-0
Germany,Ukraine,2015,4,2015-04,458,-0
Germany,United Kingdom of Great Britain and Northern Ireland,2015,4,2015-04,1,-0
Germany,United Rep. of Tanzania,2015,4,2015-04,4,-0
Germany,Uzbekistan,2015,4,2015-04,1,-0
Germany,Various/unknown,2015,4,2015-04,464,-0
Germany,Venezuela (Bolivarian Republic of),2015,4,2015-04,2,-0
Germany,Viet Nam,2015,4,2015-04,61,-0
Germany,Yemen,2015,4,2015-04,18,-0
Germany,Afghanistan,2016,4,2016-04,10466,-0
Germany,Albania,2016,4,2016-04,1304,-0
Germany,Algeria,2016,4,2016-04,334,-0
Germany,Angola,2016,4,2016-04,7,-0
Germany,Armenia,2016,4,2016-04,190,-0
Germany,Azerbaijan,2016,4,2016-04,189,-0
Germany,Bangladesh,2016,4,2016-04,166,-0
Germany,Belarus,2016,4,2016-04,5,-0
Germany,Benin,2016,4,2016-04,3,-0
Germany,Bosnia and Herzegovina,2016,4,2016-04,132,-0
Germany,Botswana,2016,4,2016-04,2,-0
Germany,Bulgaria,2016,4,2016-04,3,-0
Germany,Burkina Faso,2016,4,2016-04,8,-0
Germany,Burundi,2016,4,2016-04,3,-0
Germany,Cameroon,2016,4,2016-04,66,-0
Germany,Central African Rep.,2016,4,2016-04,3,-0
Germany,Chad,2016,4,2016-04,10,-0
Germany,China,2016,4,2016-04,55,-0
Germany,Congo,2016,4,2016-04,8,-0
Germany,Cuba,2016,4,2016-04,5,-0
Germany,Côte d'Ivoire,2016,4,2016-04,54,-0
Germany,Dem. Rep. of the Congo,2016,4,2016-04,3,-0
Germany,Egypt,2016,4,2016-04,113,-0
Germany,Equatorial Guinea,2016,4,2016-04,1,-0
Germany,Eritrea,2016,4,2016-04,1318,-0
Germany,Ethiopia,2016,4,2016-04,221,-0
Germany,Gabon,2016,4,2016-04,6,-0
Germany,Gambia,2016,4,2016-04,415,-0
Germany,Georgia,2016,4,2016-04,249,-0
Germany,Ghana,2016,4,2016-04,118,-0
Germany,Guinea,2016,4,2016-04,156,-0
Germany,Guinea-Bissau,2016,4,2016-04,12,-0
Germany,Hungary,2016,4,2016-04,8,-0
Germany,India,2016,4,2016-04,219,-0
Germany,Indonesia,2016,4,2016-04,1,-0
Germany,Iran (Islamic Rep. of),2016,4,2016-04,2070,-0
Germany,Iraq,2016,4,2016-04,10222,-0
Germany,Jamaica,2016,4,2016-04,2,-0
Germany,Jordan,2016,4,2016-04,16,-0
