"","title","name","vintage","url","isTimeseries","temporal","description","modified"
"7","1988 County Business Patterns: Business Patterns","cbp",1988,"https://api.census.gov/data/1988/cbp",NA,"1988/1988","County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.","2019-02-13"
"9","1989 County Business Patterns: Business Patterns","cbp",1989,"https://api.census.gov/data/1989/cbp",NA,"1989/1989","County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.","2019-02-13"
"10","1990 County Business Patterns: Business Patterns","cbp",1990,"https://api.census.gov/data/1990/cbp",NA,"1990/1990","County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.","2019-02-13"
"25","1991 County Business Patterns: Business Patterns","cbp",1991,"https://api.census.gov/data/1991/cbp",NA,"1991/1991","County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.","2019-02-13"
"27","1992 County Business Patterns: Business Patterns","cbp",1992,"https://api.census.gov/data/1992/cbp",NA,"1992/1992","County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.","2019-02-13"
"28","1993 County Business Patterns: Business Patterns","cbp",1993,"https://api.census.gov/data/1993/cbp",NA,"1993/1993","County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.","2019-02-13"
"31","1994 County Business Patterns: Business Patterns","cbp",1994,"https://api.census.gov/data/1994/cbp",NA,"1994/1994","County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.","2019-02-13"
"12","1995 County Business Patterns: Business Patterns","cbp",1995,"https://api.census.gov/data/1995/cbp",NA,"1995/1995","County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.","2019-02-13"
"15","1996 County Business Patterns: Business Patterns","cbp",1996,"https://api.census.gov/data/1996/cbp",NA,"1996/1996","County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.","2019-02-13"
"37","1997 County Business Patterns: Business Patterns","cbp",1997,"https://api.census.gov/data/1997/cbp",NA,"1997/1997","County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.","2019-02-13"
"20","1998 County Business Patterns: Business Patterns","cbp",1998,"https://api.census.gov/data/1998/cbp",NA,"1998/1998","County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.","2019-02-13"
"38","1999 County Business Patterns: Business Patterns","cbp",1999,"https://api.census.gov/data/1999/cbp",NA,"1999/1999","County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.","2019-02-13"
"8","2000 County Business Patterns: Business Patterns","cbp",2000,"https://api.census.gov/data/2000/cbp",NA,"2000/2000","County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.","2019-02-13"
"32","2001 County Business Patterns: Business Patterns","cbp",2001,"https://api.census.gov/data/2001/cbp",NA,"2001/2001","County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.","2019-02-13"
"50","2002 County Business Patterns: Business Patterns","cbp",2002,"https://api.census.gov/data/2002/cbp",NA,"2002/2002","County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.","2019-02-13"
"57","2003 County Business Patterns: Business Patterns","cbp",2003,"https://api.census.gov/data/2003/cbp",NA,"2003/2003","County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.","2019-02-13"
"61","2004 County Business Patterns: Business Patterns","cbp",2004,"https://api.census.gov/data/2004/cbp",NA,"2004/2004","County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.","2019-02-13"
"67","2005 County Business Patterns: Business Patterns","cbp",2005,"https://api.census.gov/data/2005/cbp",NA,"2005/2005","County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.","2019-02-13"
"72","2006 County Business Patterns: Business Patterns","cbp",2006,"https://api.census.gov/data/2006/cbp",NA,"2006/2006","County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.","2019-02-13"
"43","2007 County Business Patterns: Business Patterns","cbp",2007,"https://api.census.gov/data/2007/cbp",NA,"2007/2007","County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.","2019-02-13"
"51","2008 County Business Patterns: Business Patterns","cbp",2008,"https://api.census.gov/data/2008/cbp",NA,"2008/2008","County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.","2017-02-22"
"65","2009 County Business Patterns: Business Patterns","cbp",2009,"https://api.census.gov/data/2009/cbp",NA,"2009/2009","County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.","2017-02-22"
"64","2010 County Business Patterns: Business Patterns","cbp",2010,"https://api.census.gov/data/2010/cbp",NA,"2010/2010","County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.","2017-02-22"
"99","2011 County Business Patterns: Business Patterns","cbp",2011,"https://api.census.gov/data/2011/cbp",NA,"2011/2011","County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.","2017-02-22"
"104","2012 County Business Patterns","cbp",2012,"https://api.census.gov/data/2012/cbp",NA,"April 1,2010","County Business Patterns (CBP) is an annual series that provides sub-national economic data by industry.  This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. This data is useful for studying the economic activity of small areas, analyzing economic changes over time, and as a benchmark for other statistical series, surveys, and databases between economic censuses. Businesses use the data for analyzing market potential, measuring the effectiveness of sales and advertising programs, setting sales quotas, and developing budgets. Government agencies use the data for administration and planning.","2018-04-20 00:00:00.0"
"190","2013 County Business Patterns","cbp",2013,"https://api.census.gov/data/2013/cbp",NA,"April 1,2010","County Business Patterns (CBP) is an annual series that provides sub-national economic data by industry.  This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. This data is useful for studying the economic activity of small areas, analyzing economic changes over time, and as a benchmark for other statistical series, surveys, and databases between economic censuses. Businesses use the data for analyzing market potential, measuring the effectiveness of sales and advertising programs, setting sales quotas, and developing budgets. Government agencies use the data for administration and planning.","2018-04-20 00:00:00.0"
"207","2014 County Business Patterns","cbp",2014,"https://api.census.gov/data/2014/cbp",NA,"April 1,2010","County Business Patterns (CBP) is an annual series that provides sub-national economic data by industry.  This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. This data is useful for studying the economic activity of small areas, analyzing economic changes over time, and as a benchmark for other statistical series, surveys, and databases between economic censuses. Businesses use the data for analyzing market potential, measuring the effectiveness of sales and advertising programs, setting sales quotas, and developing budgets. Government agencies use the data for administration and planning.","2018-04-20 00:00:00.0"
"259","2015 County Business Patterns","cbp",2015,"https://api.census.gov/data/2015/cbp",NA,"April 1,2010","County Business Patterns (CBP) is an annual series that provides sub-national economic data by industry.  This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. This data is useful for studying the economic activity of small areas, analyzing economic changes over time, and as a benchmark for other statistical series, surveys, and databases between economic censuses. Businesses use the data for analyzing market potential, measuring the effectiveness of sales and advertising programs, setting sales quotas, and developing budgets. Government agencies use the data for administration and planning.","2018-04-20 00:00:00.0"
"247","2016 County Business Patterns","cbp",2016,"https://api.census.gov/data/2016/cbp",NA,"April 1,2010","County Business Patterns (CBP) is an annual series that provides sub-national economic data by industry.  This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. This data is useful for studying the economic activity of small areas, analyzing economic changes over time, and as a benchmark for other statistical series, surveys, and databases between economic censuses. Businesses use the data for analyzing market potential, measuring the effectiveness of sales and advertising programs, setting sales quotas, and developing budgets. Government agencies use the data for administration and planning.","2018-04-20 00:00:00.0"
"381","Economic Annual Surveys: Business Patterns: County Business Patterns","cbp",2017,"https://api.census.gov/data/2017/cbp",NA,"unidentified","County Business Patterns (CBP) is an annual series that provides sub-national economic data by industry.  This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. This data is useful for studying the economic activity of small areas, analyzing economic changes over time, and as a benchmark for other statistical series, surveys, and databases between economic censuses. Businesses use the data for analyzing market potential, measuring the effectiveness of sales and advertising programs, setting sales quotas, and developing budgets. Government agencies use the data for administration and planning.","2019-11-07 14:49:23.0"
"386","Economic Census: Economic Census of the United States: Commodity Flow Survey Geographic Area Data","cfsarea",2012,"https://api.census.gov/data/2012/cfsarea",NA,"unidentified","The 2012 Commodity Flow Survey (CFS) is undertaken through a partnership between the U.S. Census Bureau, U.S. Department of Commerce, and the Research and Innovation Technology Administration, Bureau of Transportation Statistics (BTS), U.S. Department of Transportation. This survey produces data on the movement of goods in the United States. It provides information on commodities shipped, their value, weight, and mode of transportation, as well as the origin and destination of shipments of manufacturing, mining, wholesale, and select retail and services establishments. The data from the CFS are used by public policy analysts and for transportation planning and decision making to access the demand for transportation facilities and services, energy use, and safety risk and environmental concerns. This dataset provides data for the Geographic Area Series, including Temperature Control.","2019-11-18 16:03:01.0"
"387","Economic Census: Economic Census of the United States: Commodity Flow Survey Export Data","cfsexport",2012,"https://api.census.gov/data/2012/cfsexport",NA,"unidentified","The 2012 Commodity Flow Survey (CFS) is undertaken through a partnership between the U.S. Census Bureau, U.S. Department of Commerce, and the Research and Innovation Technology Administration, Bureau of Transportation Statistics (BTS), U.S. Department of Transportation. This survey produces data on the movement of goods in the United States. It provides information on commodities shipped, their value, weight, and mode of transportation, as well as the origin and destination of shipments of manufacturing, mining, wholesale, and select retail and services establishments. The data from the CFS are used by public policy analysts and for transportation planning and decision making to access the demand for transportation facilities and services, energy use, and safety risk and environmental concerns. This dataset provides data for the Exports Series.","2019-11-18 16:03:11.0"
"379","Economic Census: Economic Census of the United States: Commodity Flow Survey Hazmat Data","cfshazmat",2012,"https://api.census.gov/data/2012/cfshazmat",NA,"unidentified","The 2012 Commodity Flow Survey (CFS) is undertaken through a partnership between the U.S. Census Bureau, U.S. Department of Commerce, and the Research and Innovation Technology Administration, Bureau of Transportation Statistics (BTS), U.S. Department of Transportation. This survey produces data on the movement of goods in the United States. It provides information on commodities shipped, their value, weight, and mode of transportation, as well as the origin and destination of shipments of manufacturing, mining, wholesale, and select retail and services establishments. The data from the CFS are used by public policy analysts and for transportation planning and decision making to access the demand for transportation facilities and services, energy use, and safety risk and environmental concerns. This dataset provides data for the Hazardous Materials Series, including Temperature Control.","2019-11-18 16:03:19.0"
"380","Economic Census: Commodity Flow Survey Preliminary Data","cfsprelim",2012,"https://api.census.gov/data/2012/cfsprelim",NA,"unidentified","The 2017 Commodity Flow Survey (CFS) is undertaken through a partnership between the U.S. Census Bureau, U.S. Department of Commerce, and the Research and Innovation Technology Administration, Bureau of Transportation Statistics (BTS), U.S. Department of Transportation. This survey produces data on the movement of goods in the United States. It provides information on commodities shipped, their value, weight, and mode of transportation, as well as the origin and destination of shipments of manufacturing, mining, wholesale, and select retail and services establishments. The data from the CFS are used by public policy analysts and for transportation planning and decision making to access the demand for transportation facilities and services, energy use, and safety risk and environmental concerns. This dataset provides data for the Exports Series.","2019-11-18 16:03:28.0"
"428","Economic Census: Commodity Flow Survey Preliminary Data","cfsprelim",2017,"https://api.census.gov/data/2017/cfsprelim",NA,"unidentified","The 2017 Commodity Flow Survey (CFS) is undertaken through a partnership between the U.S. Census Bureau, U.S. Department of Commerce, and the Research and Innovation Technology Administration, Bureau of Transportation Statistics (BTS), U.S. Department of Transportation. This survey produces data on the movement of goods in the United States. It provides information on commodities shipped, their value, weight, and mode of transportation, as well as the origin and destination of shipments of manufacturing, mining, wholesale, and select retail and services establishments. The data from the CFS are used by public policy analysts and for transportation planning and decision making to access the demand for transportation facilities and services, energy use, and safety risk and environmental concerns. This dataset provides data for the Exports Series.","2020-02-04 12:47:47.0"
"429","Decennial Census: American Indian and Alaska Native Summary File","dec/aian",2010,"https://api.census.gov/data/2010/dec/aian",NA,"unidentified","The AIAN Summary File contains data on population characteristics, such as sex, age, average household size, household type, and relationship to householder.  The American Indian and Alaska Native Summary File (AIANSF) contains data on population characteristics, such as sex, age, average household size, household type, and relationship to householder. The file also includes housing characteristics, such as tenure (whether a housing unit is owner-occupied or renter- occupied) and age of householder for occupied housing units. Selected aggregates and medians also are provided. A complete listing of subjects in the AIANSF is found in Chapter 3, Subject Locator. The layout of the tables in the AIANSF is similar to that in Summary File 2 (SF 2). These data are presented in 47 population tables (identified with a ""PCT"") and 14 housing tables (identified with an ""HCT"") shown down to the census tract level; and 10 population tables (identified with a ""PCO"") shown down to the county level, for a total of 71 tables.   Each table is iterated for the total population, the total American Indian and Alaska Native population alone, the total American Indian and Alaska Native population alone or in combination, and 1,567 detailed tribes and tribal groupings. Tribes or tribal groupings are included on the iterations list if they met a threshold of at least 100 people in the 2010 Census. In addition, the presentation of AIANSF tables for any of the tribes and tribal groupings is subject to a population threshold of 100 or more people in a given geography. That is, if there are fewer than 100 people in a specific population group in a specific geographic area, their population and housing characteristics data are not available for that geographic area in the AIANSF. See Appendix H, Characteristic Iterations, for more information.","2019-08-06 07:21:39.0"
"84","Decennial CD113","dec/cd113",2010,"https://api.census.gov/data/2010/dec/cd113",NA,"unidentified","The Congressional District Summary File contains the data compiled from the questions asked of all people and about every housing unit in the 2010 Census.  The Congressional District Summary File (113th Congress) (CD113) contains the data compiled from the questions asked of all people and about every housing unit in the 2010 Census. Population items include sex, age, race, Hispanic or Latino origin, household relationship, household type, household size, family type, family size, and group quarters. Housing items include occupancy status, vacancy status, and tenure (whether a housing unit is owner-occupied or renter-occupied). The file contains subject content identical to that shown in the 2010 Census Summary File 1.","2018-10-04 00:00:00.0"
"85","Decennial CD115","dec/cd115",2010,"https://api.census.gov/data/2010/dec/cd115",NA,"unidentified","The Congressional District Summary File contains the data compiled from the questions asked of all people and about every housing unit in the 2010 Census.","2018-10-04 00:00:00.0"
"368","Decennial Congressional District 116","dec/cd116",2010,"https://api.census.gov/data/2010/dec/cd116",NA,"unidentified","The Congressional District Summary File contains data compiled from the questions asked of all people and about every housing unit in the 2010 Census.","2019-07-05 12:33:40.0"
